genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Spencermartinsiella,nectar/tap_saprotroph,,
Starmerella,nectar/tap_saprotroph,,
Sugiyamaella,animal_endosymbiont,,
Zygoascus,nectar/tap_saprotroph,,
Trichomonascus,nectar/tap_saprotroph,,
Wickerhamiella,nectar/tap_saprotroph,,
Botryozyma,nectar/tap_saprotroph,,
Tortispora,plant_pathogen,,
Trigonopsis,nectar/tap_saprotroph,,
Sarea,unspecified_saprotroph,,
Schizosaccharomyces,nectar/tap_saprotroph,,
Amphisphaeria,wood_saprotroph,,
Griphosphaerioma,wood_saprotroph,,
Labridella,wood_saprotroph,,
Lepteutypa,plant_pathogen,,
Chitonospora,litter_saprotroph,,
Didymobotryum,unspecified_saprotroph,,
Appendicospora,wood_saprotroph,,
Arthrinium,plant_pathogen,,
Dictyoarthrinium,foliar_endophyte,,
Endocalyx,wood_saprotroph,,
Nigrospora,litter_saprotroph,,
Scyphospora,wood_saprotroph,,
Beltrania,litter_saprotroph,,
Beltraniella,litter_saprotroph,,
Beltraniopsis,litter_saprotroph,,
Hemibeltrania,litter_saprotroph,,
Parapleurotheciopsis,litter_saprotroph,,
Porobeltraniella,litter_saprotroph,,
Pseudobeltrania,plant_pathogen,,
Subramaniomyces,litter_saprotroph,,
Subsessila,litter_saprotroph,,
Bagadiella,plant_pathogen,,
Clypeophysalospora,litter_saprotroph,,
Neophysalospora,plant_pathogen,,
Plectosphaera,plant_pathogen,,
Cylindrium,plant_pathogen,,
Hansfordia,unspecified_saprotroph,,
Apiothyrium,litter_saprotroph,,
Arecomyces,litter_saprotroph,,
Arwidssonia,litter_saprotroph,,
Cesatiella,litter_saprotroph,,
Chamaeascus,litter_saprotroph,,
Discosphaerina,litter_saprotroph,,
Exarmidium,litter_saprotroph,,
Frondicola,litter_saprotroph,,
Hyponectria,litter_saprotroph,,
Lichenoverruculina,lichenized,,
Micronectria,litter_saprotroph,,
Papilionovela,wood_saprotroph,,
Pellucida,litter_saprotroph,,
Phragmitensis,litter_saprotroph,,
Physalospora,wood_saprotroph,,
Rachidicola,wood_saprotroph,,
Xenothecium,unspecified_saprotroph,,
Iodosphaeria,litter_saprotroph,,
Melogramma,wood_saprotroph,,
Ciferriascosea,wood_saprotroph,,
Idriellomyces,litter_saprotroph,,
Phlogicylindrium,plant_pathogen,,
Leiosphaerella,foliar_endophyte,,
Pseudapiospora,unspecified_saprotroph,,
Pseudomassaria,plant_pathogen,,
Pseudomassariella,unspecified_saprotroph,,
Pseudotruncatella,litter_saprotroph,,
Allelochaeta,plant_pathogen,,
Annellolacinia,plant_pathogen,,
Bartalinia,foliar_endophyte,,
Broomella,wood_saprotroph,,
Ciliochorella,litter_saprotroph,,
Discosia,plant_pathogen,,
Doliomyces,plant_pathogen,,
Hyalotiella,wood_saprotroph,,
Hymenopleella,wood_saprotroph,,
Hyphodiscosia,wood_saprotroph,,
Immersidiscosia,plant_pathogen,,
Monochaetia,plant_pathogen,,
Morinia,unspecified_saprotroph,,
Neopestalotiopsis,plant_pathogen,,
Pestalotiopsis,plant_pathogen,,
Pseudopestalotiopsis,plant_pathogen,,
Robillarda,litter_saprotroph,,
Sarcostroma,wood_saprotroph,,
Seimatosporium,plant_pathogen,,
Seiridium,plant_pathogen,,
Sporocadus,plant_pathogen,,
Strickeria,wood_saprotroph,,
Synnemapestaloides,plant_pathogen,,
Truncatella,plant_pathogen,,
Vialaea,plant_pathogen,,
Acidothrix,soil_saprotroph,,
Amplistroma,wood_saprotroph,,
Wallrothiella,plant_pathogen,,
Catabotrys,litter_saprotroph,,
Annulatascus,wood_saprotroph,,
Annulusmagnus,wood_saprotroph,,
Aqualignicola,wood_saprotroph,,
Ascitendus,wood_saprotroph,,
Ayria,wood_saprotroph,,
Cataractispora,wood_saprotroph,,
Chaetorostrum,wood_saprotroph,,
Longicollum,wood_saprotroph,,
Pseudoannulatascus,wood_saprotroph,,
Submersisphaeria,wood_saprotroph,,
Vertexicola,wood_saprotroph,,
Clohiesia,wood_saprotroph,,
Aquaticola,wood_saprotroph,,
Atractospora,wood_saprotroph,,
Rubellisphaeria,wood_saprotroph,,
Conlarium,wood_saprotroph,,
Riomyces,wood_saprotroph,,
Diluviicola,wood_saprotroph,,
Pseudoproboscispora,wood_saprotroph,,
Apiocamarops,wood_saprotroph,,
Apiorhynchostoma,wood_saprotroph,,
Bolinia,wood_saprotroph,,
Camaropella,wood_saprotroph,,
Camarops,wood_saprotroph,,
Cornipulvina,wood_saprotroph,,
Endoxyla,wood_saprotroph,,
Mollicamarops,wood_saprotroph,,
Neohypodiscus,wood_saprotroph,,
Pseudovalsaria,wood_saprotroph,,
Calosphaeria,unspecified_saprotroph,,
Flabellascus,wood_saprotroph,,
Jattaea,unspecified_saprotroph,,
Togniniella,wood_saprotroph,,
Calosphaeriopsis,wood_saprotroph,,
Enchnoa,unspecified_saprotroph,,
Kacosphaeria,unspecified_saprotroph,,
Sulcatistroma,litter_saprotroph,,
Pleurostoma,wood_saprotroph,,
Albertiniella,mycoparasite,,
Cephalotheca,mycoparasite,,
Coma,plant_pathogen,,
Cryptendoxyla,wood_saprotroph,,
Phialemonium,animal_parasite,,
Phialotubus,soil_saprotroph,,
Adautomilanezia,wood_saprotroph,,
Anacacumisporium,wood_saprotroph,,
Ascochalara,wood_saprotroph,,
Brunneodinemasporium,wood_saprotroph,,
Catenularia,wood_saprotroph,,
Chaetosphaeria,litter_saprotroph,,
Chloridium,litter_saprotroph,,
Codinaea,wood_saprotroph,,
Codinaeopsis,unspecified_saprotroph,,
Conicomyces,wood_saprotroph,,
Craspedodidymum,litter_saprotroph,,
Cryptophiale,litter_saprotroph,,
Cryptophialoidea,,,
Dendrophoma,plant_pathogen,,
Dictyochaeta,litter_saprotroph,,
Dictyochaetopsis,litter_saprotroph,,
Dinemasporium,litter_saprotroph,,
Eucalyptostroma,litter_saprotroph,,
Exserticlava,wood_saprotroph,,
Gonytrichum,litter_saprotroph,,
Hemicorynespora,wood_saprotroph,,
Infundibulomyces,litter_saprotroph,,
Kionochaeta,litter_saprotroph,,
Lecythothecium,wood_saprotroph,,
Melanochaeta,wood_saprotroph,,
Melanopsammella,wood_saprotroph,,
Menispora,wood_saprotroph,,
Menisporopsis,litter_saprotroph,,
Minimidochium,foliar_endophyte,,
Morrisiella,wood_saprotroph,,
Nawawia,wood_saprotroph,,
Neopseudolachnella,litter_saprotroph,,
Paliphora,litter_saprotroph,,
Phaeostalagmus,unspecified_saprotroph,,
Phialoarthrobotryum,,,
Phialosporostilbe,,,
Polynema,litter_saprotroph,,
Porosphaerella,foliar_endophyte,,
Pseudodinemasporium,wood_saprotroph,,
Pseudolachnea,wood_saprotroph,,
Pseudolachnella,wood_saprotroph,,
Pyrigemmula,nectar/tap_saprotroph,,
Rattania,foliar_endophyte,,
Sporoschisma,wood_saprotroph,,
Striatosphaeria,wood_saprotroph,,
Zanclospora,litter_saprotroph,,
Zignoella,unspecified_saprotroph,,
Tainosphaeria,wood_saprotroph,,
Thozetella,litter_saprotroph,,
Umbrinosphaeria,wood_saprotroph,,
Verhulstia,soil_saprotroph,,
Calvolachnella,wood_saprotroph,,
Caudatispora,litter_saprotroph,,
Erythromada,wood_saprotroph,,
Lasiosphaeriella,wood_saprotroph,,
Rimaconus,wood_saprotroph,,
Stanjehughesia,wood_saprotroph,,
Diplococcium,wood_saprotroph,,
Echinosphaeria,litter_saprotroph,,
Endophragmiella,wood_saprotroph,,
Helminthosphaeria,wood_saprotroph,,
Hilberina,wood_saprotroph,,
Kramasamuha,,,
Ruzenia,wood_saprotroph,,
Synaptospora,wood_saprotroph,,
Tengiomyces,wood_saprotroph,,
Leptosporella,wood_saprotroph,,
Linocarpon,plant_pathogen,,
Neolinocarpon,litter_saprotroph,,
Phialemoniopsis,animal_parasite,,
Barrina,litter_saprotroph,,
Coniochaeta,unspecified_saprotroph,,
Coniochaetidium,soil_saprotroph,,
Lecythophora,unspecified_saprotroph,,
Cannonia,wood_saprotroph,,
Pseudogliomastix,plant_pathogen,,
Cordana,plant_pathogen,,
Conioscypha,wood_saprotroph,,
Vanakripa,,,
Bertia,wood_saprotroph,,
Gaillardiella,wood_saprotroph,,
Acrospeira,,,
Arxiomyces,wood_saprotroph,,
Erythrocarpon,unspecified_saprotroph,,
Gonatobotrys,wood_saprotroph,,
Harzia,wood_saprotroph,,
Melanospora,mycoparasite,,
Microthecium,mycoparasite,,
Nematogonum,mycoparasite,,
Pteridiosperma,dung_saprotroph,,
Pustulipora,wood_saprotroph,,
Rhytidospora,dung_saprotroph,,
Scopinella,litter_saprotroph,,
Setiferotheca,litter_saprotroph,,
Syspastospora,mycoparasite,,
Vittatispora,soil_saprotroph,,
Chaetosphaerella,wood_saprotroph,,
Crassochaeta,wood_saprotroph,,
Spinulosphaeria,wood_saprotroph,,
Coronophora,wood_saprotroph,,
Papulaspora,wood_saprotroph,,
Rhinotrichella,mycoparasite,,
Sphaerodes,soil_saprotroph,,
Acanthonitschkea,wood_saprotroph,,
Biciliosporina,wood_saprotroph,,
Botryola,unspecified_saprotroph,,
Fracchiaea,wood_saprotroph,,
Groenhiella,wood_saprotroph,,
Janannfeldtia,wood_saprotroph,,
Lasiosphaeriopsis,lichen_parasite,,
Loranitschkia,wood_saprotroph,,
Neochaetosphaerella,wood_saprotroph,,
Neotrotteria,wood_saprotroph,,
Nitschkia,wood_saprotroph,,
Rhagadostoma,lichen_parasite,,
Rhagadostomella,lichen_parasite,,
Tortulomyces,wood_saprotroph,,
Biciliospora,wood_saprotroph,,
Coronophorella,unspecified_saprotroph,,
Cryptosphaerella,wood_saprotroph,,
Euacanthe,wood_saprotroph,,
Neofracchiaea,wood_saprotroph,,
Pseudocatenomycopsis,wood_saprotroph,,
Scortechinia,wood_saprotroph,,
Scortechiniella,wood_saprotroph,,
Scortechiniellopsis,wood_saprotroph,,
Tympanopsis,wood_saprotroph,,
Delonicicola,litter_saprotroph,,
Apiosporopsis,litter_saprotroph,,
Apoharknessia,plant_pathogen,,
Lasmenia,plant_pathogen,,
Asterosporium,foliar_endophyte,,
Auratiopycnidiella,plant_pathogen,,
Coryneum,plant_pathogen,,
Talekpea,,,
Amphilogia,plant_pathogen,,
Aurantioporthe,plant_pathogen,,
Aurantiosacculus,plant_pathogen,,
Aurapex,plant_pathogen,,
Aurifilum,plant_pathogen,,
Celoporthe,plant_pathogen,,
Chromendothia,unspecified_saprotroph,,
Chrysofolia,plant_pathogen,,
Chrysoporthe,plant_pathogen,,
Corticimorbus,plant_pathogen,,
Cryphonectria,plant_pathogen,,
Cryptometrion,plant_pathogen,,
Diversimorbus,wood_saprotroph,,
Endothia,plant_pathogen,,
Foliocryphia,plant_pathogen,,
Holocryphia,plant_pathogen,,
Immersiporthe,plant_pathogen,,
Latruncellus,plant_pathogen,,
Luteocirrhus,plant_pathogen,,
Mastigosporella,plant_pathogen,,
Microthia,plant_pathogen,,
Rostraureum,plant_pathogen,,
Ursicollum,plant_pathogen,,
Wuestneia,wood_saprotroph,,
Cryptascoma,plant_pathogen,,
Cytospora,plant_pathogen,,
Pachytrype,wood_saprotroph,,
Paravalsa,plant_pathogen,,
Waydora,litter_saprotroph,,
Xenotypa,plant_pathogen,,
Apioporthella,plant_pathogen,,
Apiosphaeria,plant_pathogen,,
Chaetoconis,wood_saprotroph,,
Chiangraiomyces,wood_saprotroph,,
Diaporthe,plant_pathogen,,
Hyaliappendispora,wood_saprotroph,,
Leucodiaporthe,plant_pathogen,,
Macrophomopsis,plant_pathogen,,
Massariothea,plant_pathogen,,
Mazzantia,plant_pathogen,,
Ophiodiaporthe,plant_pathogen,,
Paradiaporthe,wood_saprotroph,,
Phaeocytostroma,plant_pathogen,,
Phaeodiaporthe,plant_pathogen,,
Pustulomyces,wood_saprotroph,,
Stenocarpella,plant_pathogen,,
Appendicheirospora,,,
Ceratoporthe,wood_saprotroph,,
Cryptoleptosphaeria,plant_pathogen,,
Cryptonectriella,mycoparasite,,
Cryptonectriopsis,,,
Cytomelanconis,wood_saprotroph,,
Diaporthella,plant_pathogen,,
Diatrypoidiella,wood_saprotroph,,
Ditopellina,wood_saprotroph,,
Durispora,wood_saprotroph,,
Exormatostoma,,,
Fremineavia,unspecified_saprotroph,,
Gibellia,wood_saprotroph,,
Gyrostroma,unspecified_saprotroph,,
Hyalorostratum,wood_saprotroph,,
Hypophloeda,wood_saprotroph,,
Hypospilina,unspecified_saprotroph,,
Kapooria,litter_saprotroph,,
Keinstirschia,,,
Kensinjia,plant_pathogen,,
Lollipopaia,wood_saprotroph,,
Macrodiaporthe,wood_saprotroph,,
Melanamphora,wood_saprotroph,,
Myxosporella,,,
Phragmodiaporthe,wood_saprotroph,,
Phruensis,wood_saprotroph,,
Plagiophiale,litter_saprotroph,,
Plagiostigme,litter_saprotroph,,
Prostratus,plant_pathogen,,
Pseudocryptosporella,wood_saprotroph,,
Pseudothis,wood_saprotroph,,
Pseudovalsella,wood_saprotroph,,
Savulescua,wood_saprotroph,,
Skottsbergiella,wood_saprotroph,,
Sphaerognomoniella,wood_saprotroph,,
Stioclettia,litter_saprotroph,,
Trematovalsa,unspecified_saprotroph,,
Wehmeyera,wood_saprotroph,,
Winterella,wood_saprotroph,,
Wuestineaia,,,
Diaporthosporella,plant_pathogen,,
Diaporthostoma,plant_pathogen,,
Dwiroopa,litter_saprotroph,,
Chrysocrypta,plant_pathogen,,
Dendrostoma,plant_pathogen,,
Disculoides,plant_pathogen,,
Erythrogloeum,wood_saprotroph,,
Allantophoma,wood_saprotroph,,
Alnecium,wood_saprotroph,,
Ambarignomonia,unspecified_saprotroph,,
Amphiporthe,unspecified_saprotroph,,
Anisomyces,plant_pathogen,,
Apiognomonia,plant_pathogen,,
Apioplagiostoma,unspecified_saprotroph,,
Asteroma,plant_pathogen,,
Bagcheea,plant_pathogen,,
Chadefaudiomyces,litter_saprotroph,,
Cheilaria,,,
Clypeoporthe,plant_pathogen,,
Cryptodiaporthe,plant_pathogen,,
Cryptosporella,plant_pathogen,,
Cryptosporium,plant_pathogen,,
Dictyoporthe,wood_saprotroph,,
Diplacella,unspecified_saprotroph,,
Diplodina,unspecified_saprotroph,,
Discula,plant_pathogen,,
Disculina,unspecified_saprotroph,,
Ditopella,wood_saprotroph,,
Ditopellopsis,litter_saprotroph,,
Gloeosporidina,litter_saprotroph,,
Gnomonia,foliar_endophyte,,
Gnomoniella,unspecified_saprotroph,,
Gnomoniopsis,foliar_endophyte,,
Linospora,plant_pathogen,,
Maculatipalma,litter_saprotroph,,
Mamianiella,plant_pathogen,,
Marsupiomyces,litter_saprotroph,,
Millerburtonia,litter_saprotroph,,
Occultocarpon,wood_saprotroph,,
Ophiognomonia,plant_pathogen,,
Ophiovalsa,unspecified_saprotroph,,
Phragmoporthe,wood_saprotroph,,
Phylloporthe,plant_pathogen,,
Plagiostoma,wood_saprotroph,,
Pleuroceras,litter_saprotroph,,
Sirococcus,plant_pathogen,,
Spataporthe,,,
Tenuignomonia,plant_pathogen,,
Uleoporthe,unspecified_saprotroph,,
Valsalnicola,plant_pathogen,,
Vismaya,wood_saprotroph,,
Harknessia,foliar_endophyte,,
Mebarria,litter_saprotroph,,
Juglanconis,litter_saprotroph,,
Hercospora,plant_pathogen,,
Lamproconium,wood_saprotroph,,
Macrohilum,unspecified_saprotroph,,
Calospora,wood_saprotroph,,
Melanconis,plant_pathogen,,
Melanconium,plant_pathogen,,
Pseudovalsa,unspecified_saprotroph,,
Dicarpella,wood_saprotroph,,
Greeneria,plant_pathogen,,
Massariovalsa,wood_saprotroph,,
Melanconiella,wood_saprotroph,,
Microascospora,wood_saprotroph,,
Sphaeronaemella,dung_saprotroph,,
Melanosporella,plant_pathogen,,
Phaeoappendicospora,wood_saprotroph,,
Prosopidicola,plant_pathogen,,
Pseudomelanconis,wood_saprotroph,,
Pseudoplagiostoma,plant_pathogen,,
Coniella,plant_pathogen,,
Korunomyces,plant_pathogen,,
Pilidiella,plant_pathogen,,
Schizoparme,plant_pathogen,,
Crinitospora,plant_pathogen,,
Natarajania,litter_saprotroph,,
Stegonsporium,wood_saprotroph,,
Stilbospora,wood_saprotroph,,
Alborbis,wood_saprotroph,,
Blastophorella,,,
Breviappendix,plant_pathogen,,
Cainiella,wood_saprotroph,,
Calosporella,wood_saprotroph,,
Caudospora,plant_pathogen,,
Chapeckia,wood_saprotroph,,
Hapalocystis,wood_saprotroph,,
Italiomyces,wood_saprotroph,,
Lambro,plant_pathogen,,
Paragnomonia,plant_pathogen,,
Ranulospora,wood_saprotroph,,
Rossmania,wood_saprotroph,,
Sillia,wood_saprotroph,,
Sydowiella,plant_pathogen,,
Tenuiappendicula,wood_saprotroph,,
Tortilispora,wood_saprotroph,,
Synnemasporella,wood_saprotroph,,
Apiognomonioides,unspecified_saprotroph,,
Involutscutellula,plant_pathogen,,
Oblongisporothyrium,foliar_endophyte,,
Paratubakia,foliar_endophyte,,
Racheliella,plant_pathogen,,
Saprothyrium,foliar_endophyte,,
Sphaerosporithyrium,plant_pathogen,,
Tubakia,plant_pathogen,,
Anisogramma,plant_pathogen,,
Chrysoporthella,plant_pathogen,,
Endothiella,plant_pathogen,,
Leucostoma,plant_pathogen,,
Phomopsis,plant_pathogen,,
Valsa,plant_pathogen,,
Valsella,plant_pathogen,,
Valseutypella,plant_pathogen,,
Barbatosphaeria,wood_saprotroph,,
Ceratostomella,wood_saprotroph,,
Xylomelasma,wood_saprotroph,,
Aquapteridospora,wood_saprotroph,,
Fusoidispora,unspecified_saprotroph,,
Natantiella,wood_saprotroph,,
Pleurophragmium,unspecified_saprotroph,,
Pseudostanjehughesia,wood_saprotroph,,
Brunneosporella,wood_saprotroph,,
Fluminicola,wood_saprotroph,,
Papulosa,litter_saprotroph,,
Wongia,plant_pathogen,,
Ramphoria,wood_saprotroph,,
Rhamphoria,wood_saprotroph,,
Rhamphoriopsis,wood_saprotroph,,
Rhodoveronaea,unspecified_saprotroph,,
Xylolentia,wood_saprotroph,,
Mattirolia,unspecified_saprotroph,,
Pleurocytospora,wood_saprotroph,,
Thyridium,wood_saprotroph,,
Cyanoannulus,wood_saprotroph,,
Woswasia,mycoparasite,,
Xylochrysis,wood_saprotroph,,
Distoseptispora,wood_saprotroph,,
Ellisembia,lichen_parasite,,
Lylea,,,
Falcocladium,litter_saprotroph,,
Bactrodesmiastrum,wood_saprotroph,,
Fuscosporella,wood_saprotroph,,
Mucispora,wood_saprotroph,,
Parafuscosporella,wood_saprotroph,,
Plagiascoma,wood_saprotroph,,
Pseudoascotaiwania,wood_saprotroph,,
Australiasca,plant_pathogen,,
Dischloridium,plant_pathogen,,
Monilochaetes,plant_pathogen,,
Colletotrichum,plant_pathogen,,
Glomerella,plant_pathogen,,
Ascocodinaea,mycoparasite,,
Malaysiasca,litter_saprotroph,,
Acremoniisimulans,litter_saprotroph,,
Acrostalagmus,foliar_endophyte,,
Cephalosporium,plant_pathogen,,
Chordomyces,soil_saprotroph,,
Gibellulopsis,plant_pathogen,,
Hymenula,plant_pathogen,,
Lectera,plant_pathogen,,
Longitudinalis,litter_saprotroph,,
Musicillium,plant_pathogen,,
Plectosphaerella,plant_pathogen,,
Plectosporium,plant_pathogen,,
Sodiomyces,soil_saprotroph,,
Stachylidium,animal_parasite,,
Verticillium,plant_pathogen,,
Blastophorum,litter_saprotroph,,
Coronospora,,,
Cylindrotrichum,wood_saprotroph,,
Kylindria,wood_saprotroph,,
Reticulascus,wood_saprotroph,,
Sporoschismopsis,lichenized,,
Acremonium,unspecified_saprotroph,,
Anthonectria,litter_saprotroph,,
Aphanotria,litter_saprotroph,,
Battarrina,mycoparasite,,
Bryocentria,litter_saprotroph,,
Bryotria,plant_pathogen,,
Bullanockia,plant_pathogen,,
Clibanites,wood_saprotroph,,
Clonostachys,wood_saprotroph,,
Dendrodochium,unspecified_saprotroph,,
Dimerosporiella,unspecified_saprotroph,,
Fusariella,plant_pathogen,,
Geonectria,soil_saprotroph,,
Geosmithia,unspecified_saprotroph,,
Gliomastix,unspecified_saprotroph,,
Globonectria,lichen_parasite,,
Gracilistilbella,wood_saprotroph,,
Halonectria,wood_saprotroph,,
Heleococcum,soil_saprotroph,,
Hydropisphaera,litter_saprotroph,,
Ijuhya,litter_saprotroph,,
Kallichroma,wood_saprotroph,,
Laniatria,plant_pathogen,,
Lasionectria,litter_saprotroph,,
Lasionectriella,litter_saprotroph,,
Mycoarachis,dung_saprotroph,,
Mycocitrus,litter_saprotroph,,
Nectriella,litter_saprotroph,,
Nectriopsis,lichen_parasite,,
Nigrosabulum,dung_saprotroph,,
Ochronectria,litter_saprotroph,,
Ovicillium,animal_parasite,,
Ovicuculispora,lichen_parasite,,
Paracylindrocarpon,litter_saprotroph,,
Paranectria,lichen_parasite,,
Periantria,plant_pathogen,,
Peristomialis,litter_saprotroph,,
Pronectria,lichen_parasite,,
Protocreopsis,wood_saprotroph,,
Roumegueriella,soil_saprotroph,,
Selinia,dung_saprotroph,,
Spicellum,soil_saprotroph,,
Stephanonectria,litter_saprotroph,,
Stilbocrea,wood_saprotroph,,
Stromatonectria,wood_saprotroph,,
Synnemellisia,wood_saprotroph,,
Trichonectria,lichen_parasite,,
Valsonectria,wood_saprotroph,,
Verrucostoma,litter_saprotroph,,
Xanthonectria,litter_saprotroph,,
Calcarisporium,mycoparasite,,
Aciculosporium,plant_pathogen,,
Aschersonia,animal_parasite,,
Atkinsonella,foliar_endophyte,,
Balansia,foliar_endophyte,,
Cavimalum,plant_pathogen,,
Cepsiclava,plant_pathogen,,
Chamaeleomyces,animal_parasite,,
Claviceps,plant_pathogen,,
Collarina,soil_saprotroph,,
Conoideocrella,animal_parasite,,
Corallocytostroma,plant_pathogen,,
Dussiella,litter_saprotroph,,
Ephelis,foliar_endophyte,,
Epichloe,foliar_endophyte,,
Epichloë,foliar_endophyte,,
Epicrea,mycoparasite,,
Helminthascus,animal_parasite,,
Heteroepichloe,foliar_endophyte,,
Heteroepichloë,plant_pathogen,,
Hypocrella,animal_parasite,,
Konradia,plant_pathogen,,
Linearistroma,plant_pathogen,,
Loculistroma,plant_pathogen,,
Metacordyceps,animal_parasite,,
Metapochonia,animal_parasite,,
Metarhiziopsis,animal_parasite,,
Metarhizium,animal_parasite,,
Moelleriella,animal_parasite,,
Mycomalus,litter_saprotroph,,
Mycophilomyces,mycoparasite,,
Myriogenospora,plant_pathogen,,
Neobarya,mycoparasite,,
Neoclaviceps,plant_pathogen,,
Neocordyceps,animal_parasite,,
Neotyphodium,foliar_endophyte,,
Nigrocornus,foliar_endophyte,,
Nomuraea,animal_parasite,,
Orbiocrella,animal_parasite,,
Parepichloe,foliar_endophyte,,
Periglandula,foliar_endophyte,,
Pochonia,animal_parasite,,
Pseudomeria,animal_parasite,,
Regiocrella,animal_parasite,,
Rotiferophthora,animal_parasite,,
Samuelsia,animal_parasite,,
Shimizuomyces,litter_saprotroph,,
Sorosporella,animal_parasite,,
Sphacelia,foliar_endophyte,,
Sphaerocordyceps,animal_parasite,,
Stereocrea,plant_pathogen,,
Tyrannicordyceps,mycoparasite,,
Ustilaginoidea,plant_pathogen,,
Villosiclava,plant_pathogen,,
Cocoonihabitus,unspecified_saprotroph,,
Akanthomyces,animal_parasite,,
Amphichorda,dung_saprotroph,,
Ascopolyporus,animal_parasite,,
Beauveria,animal_parasite,,
Beejasamuha,dung_saprotroph,,
Blackwellomyces,animal_parasite,,
Cordyceps,animal_parasite,,
Coremiopsis,soil_saprotroph,,
Engyodontium,animal_parasite,,
Evlachovaea,animal_parasite,,
Gibellula,animal_parasite,,
Granulomanus,animal_parasite,,
Hevansia,animal_parasite,,
Hyperdermium,animal_parasite,,
Isaria,animal_parasite,,
Lecanicillium,animal_parasite,,
Leptobacillium,animal_parasite,,
Microhilum,animal_parasite,,
Onychophora,dung_saprotroph,,
Parengyodontium,animal_parasite,,
Phytocordyceps,plant_pathogen,,
Pleurodesmospora,,,
Pseudogibellula,animal_parasite,,
Samsoniella,animal_parasite,,
Simplicillium,animal_parasite,,
Torrubiella,animal_parasite,,
Flammocladiella,wood_saprotroph,,
Arachnocrea,wood_saprotroph,,
Cladobotryum,mycoparasite,,
Dialhypocrea,wood_saprotroph,,
Escovopsioides,mycoparasite,,
Escovopsis,mycoparasite,,
Hormiactis,mycoparasite,,
Hypocreopsis,mycoparasite,,
Hypomyces,mycoparasite,,
Lepisticola,mycoparasite,,
Lichenobarya,lichen_parasite,,
Monocillium,litter_saprotroph,,
Mycogone,mycoparasite,,
Podostroma,litter_saprotroph,,
Protocrea,mycoparasite,,
Pseudohypocrea,litter_saprotroph,,
Rogersonia,wood_saprotroph,,
Sepedonium,mycoparasite,,
Sibirina,mycoparasite,,
Sphaerostilbella,mycoparasite,,
Sporophagomyces,mycoparasite,,
Trichoderma,mycoparasite,,
Verticimonosporium,litter_saprotroph,,
Acremoniopsis,soil_saprotroph,,
Arthrosporium,wood_saprotroph,,
Berkelella,animal-associated,,
Bulbithecium,dung_saprotroph,,
Campylospora,litter_saprotroph,,
Cephalosporiopsis,animal_parasite,,
Chlamydocillium,soil_saprotroph,,
Chlorocillium,animal_parasite,,
Chondronectria,lichen_parasite,,
Ciliciopodium,wood_saprotroph,,
Cladosterigma,plant_pathogen,,
Colletoconis,,,
Cylindronectria,lichen_parasite,,
Diploöspora,litter_saprotroph,,
Flammispora,litter_saprotroph,,
Gliocladium,mycoparasite,,
Gynonectria,plant_pathogen,,
Hapsidospora,litter_saprotroph,,
Haptospora,animal_parasite,,
Illosporiopsis,lichen_parasite,,
Illosporium,lichen_parasite,,
Leptobarya,lichen_parasite,,
Lichenopenicillus,lichen_parasite,,
Metadothella,plant_pathogen,,
Munkia,foliar_endophyte,,
Neomunkia,litter_saprotroph,,
Olpitrichum,mycoparasite,,
Peloronectria,litter_saprotroph,,
Podocrella,animal_parasite,,
Pseudoacremonium,plant_pathogen,,
Pseudoidriella,epiphyte,,
Pseudomeliola,plant_pathogen,,
Rodentomyces,dung_saprotroph,,
Roselliniella,lichen_parasite,,
Sedecimiella,wood_saprotroph,,
Sesquicillium,litter_saprotroph,,
Solheimia,litter_saprotroph,,
Stanjemonium,soil_saprotroph,,
Stilbella,dung_saprotroph,,
Ticonectria,plant_pathogen,,
Tilakidium,mycoparasite,,
Tubercularia,plant_pathogen,,
Emericellopsis,soil_saprotroph,,
Leucosphaerina,dung_saprotroph,,
Myrotheciomyces,epiphyte,,
Trichothecium,plant_pathogen,,
Actinostilbe,plant_pathogen,,
Albonectria,plant_pathogen,,
Allantonectria,plant_pathogen,,
Allonectella,mycoparasite,,
Aphanocladium,protistan_parasite,,
Aquanectria,litter_saprotroph,,
Atractium,wood_saprotroph,,
Baipadisphaeria,wood_saprotroph,,
Bisifusarium,litter_saprotroph,,
Botryosporium,plant_pathogen,,
Calonectria,plant_pathogen,,
Calostilbe,plant_pathogen,,
Campylocarpon,plant_pathogen,,
Chaetonectrioides,litter_saprotroph,,
Chaetopsina,wood_saprotroph,,
Coccinonectria,litter_saprotroph,,
Corallomyces,animal_parasite,,
Corallomycetella,plant_pathogen,,
Corallonectria,plant_pathogen,,
Corinectria,plant_pathogen,,
Cosmospora,mycoparasite,,
Cosmosporella,wood_saprotroph,,
Curvicladiella,plant_pathogen,,
Curvicladium,litter_saprotroph,,
Cyanochyta,litter_saprotroph,,
Cyanonectria,wood_saprotroph,,
Cyanophomella,wood_saprotroph,,
Cylindrocarpon,plant_pathogen,,
Cylindrocarpostylus,wood_saprotroph,,
Cylindrocladiella,plant_pathogen,,
Cylindrocladium,plant_pathogen,,
Cylindrodendrum,plant_pathogen,,
Dacryoma,litter_saprotroph,,
Dactylonectria,plant_pathogen,,
