genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Peniophorella,wood_saprotroph,,
Poriodontia,wood_saprotroph,,
Resinicium,wood_saprotroph,,
Sidera,wood_saprotroph,,
Subulicium,wood_saprotroph,,
Trichaptum,wood_saprotroph,,
Tsugacorticium,wood_saprotroph,,
Tubulicrinis,wood_saprotroph,,
Neoantrodiella,wood_saprotroph,,
Nigrofomes,wood_saprotroph,,
Alloclavaria,moss_symbiont,,
Atheloderma,wood_saprotroph,,
Cantharellopsis,plant_pathogen,,
Cotylidia,moss_symbiont,,
Globulicium,wood_saprotroph,,
Leifia,wood_saprotroph,,
Loreleia,moss_symbiont,,
Rickenella,plant_pathogen,,
Sphagnomphalia,plant_pathogen,,
Alutaceodontia,wood_saprotroph,,
Fibrodontia,wood_saprotroph,,
Hyphodontia,wood_saprotroph,,
Jacksonomyces,wood_saprotroph,,
Kneiffiella,wood_saprotroph,,
Lagarobasidium,wood_saprotroph,,
Leucophellinus,wood_saprotroph,,
Lyomyces,wood_saprotroph,,
Odontiopsis,wood_saprotroph,,
Palifer,wood_saprotroph,,
Paratrichaptum,wood_saprotroph,,
Rogersella,wood_saprotroph,,
Schizopora,wood_saprotroph,,
Xylodon,wood_saprotroph,,
Sphaerobasidium,wood_saprotroph,,
Austrogautieria,ectomycorrhizal,mat,/hysterangium
Gallacea,ectomycorrhizal,mat,/hysterangium
Hallingea,ectomycorrhizal,mat,/hysterangium
Aroramyces,ectomycorrhizal,mat,/hysterangium
Circulocolumella,ectomycorrhizal,mat,/hysterangium
Clathrogaster,ectomycorrhizal,mat,/hysterangium
Hysterangium,ectomycorrhizal,mat,/hysterangium
Phlebogaster,ectomycorrhizal,mat,/hysterangium
Andebbia,ectomycorrhizal,mat,/hysterangium
Castoreum,ectomycorrhizal,mat,/hysterangium
Chondrogaster,ectomycorrhizal,mat,/hysterangium
Gummiglobus,ectomycorrhizal,mat,/hysterangium
Gummivena,ectomycorrhizal,mat,/hysterangium
Malajczukia,ectomycorrhizal,mat,/hysterangium
Mesophellia,ectomycorrhizal,mat,/hysterangium
Nothocastoreum,ectomycorrhizal,mat,/hysterangium
Phallogaster,ectomycorrhizal,mat,/hysterangium
Phallobata,soil_saprotroph,,
Restingomyces,soil_saprotroph,,
Trappea,soil_saprotroph,,
Ertzia,lichenized,,
Lepidostroma,lichenized,,
Sulzbacheromyces,lichenized,,
Anthurus,soil_saprotroph,,
Protubera,soil_saprotroph,,
Claustula,soil_saprotroph,,
Gelopellis,soil_saprotroph,,
Kjeldsenia,soil_saprotroph,,
Pseudogelopellis,soil_saprotroph,,
Gastrosporium,soil_saprotroph,,
Abrachium,soil_saprotroph,,
Aporophallus,soil_saprotroph,,
Aseroe,soil_saprotroph,,
Blumenavia,soil_saprotroph,,
Calvarula,soil_saprotroph,,
Clathrus,soil_saprotroph,,
Colus,soil_saprotroph,,
Dictyophora,soil_saprotroph,,
Echinophallus,soil_saprotroph,,
Endoclathrus,soil_saprotroph,,
Endophallus,soil_saprotroph,,
Ileodictyon,soil_saprotroph,,
Itajahya,soil_saprotroph,,
Jansia,soil_saprotroph,,
Kobayasia,soil_saprotroph,,
Laternea,soil_saprotroph,,
Ligiella,soil_saprotroph,,
Lysurus,soil_saprotroph,,
Mutinus,soil_saprotroph,,
Neolysurus,soil_saprotroph,,
Phallus,soil_saprotroph,,
Protuberella,soil_saprotroph,,
Pseudoclathrus,soil_saprotroph,,
Pseudocolus,soil_saprotroph,,
Simblum,soil_saprotroph,,
Staheliomyces,soil_saprotroph,,
Staurophallus,soil_saprotroph,,
Stephanophallus,soil_saprotroph,,
Xylophallus,soil_saprotroph,,
Saprogaster,soil_saprotroph,,
Vandasia,soil_saprotroph,,
Cerrena,wood_saprotroph,,
Irpiciporus,wood_saprotroph,,
Pseudolagarobasidium,wood_saprotroph,,
Radulodon,wood_saprotroph,,
Amylocystis,wood_saprotroph,,
Dacryobolus,wood_saprotroph,,
Jahnoporus,wood_saprotroph,,
Oligoporus,wood_saprotroph,,
Osteina,wood_saprotroph,,
Postia,wood_saprotroph,,
Spongiporus,wood_saprotroph,,
Adustoporia,wood_saprotroph,,
Anthoporia,wood_saprotroph,,
Antrodia,wood_saprotroph,,
Antrodiopsis,wood_saprotroph,,
Brunneoporus,wood_saprotroph,,
Buglossoporus,wood_saprotroph,,
Daedalea,wood_saprotroph,,
Dentiporus,wood_saprotroph,,
Flavidoporia,wood_saprotroph,,
Fomitopsis,wood_saprotroph,,
Fragifomes,wood_saprotroph,,
Laricifomes,wood_saprotroph,,
Lentoporia,wood_saprotroph,,
Neoantrodia,wood_saprotroph,,
Neolentiporus,wood_saprotroph,,
Niveoporofomes,wood_saprotroph,,
Resinoporia,wood_saprotroph,,
Rhizoporia,wood_saprotroph,,
Rhodofomes,wood_saprotroph,,
Rhodofomitopsis,wood_saprotroph,,
Rubellofomes,wood_saprotroph,,
Subantrodia,wood_saprotroph,,
Ungulidaedalea,wood_saprotroph,,
Wolfiporia,wood_saprotroph,,
Fragiliporia,wood_saprotroph,,
Cinereomyces,wood_saprotroph,,
Gelatoporia,wood_saprotroph,,
Obba,wood_saprotroph,,
Sebipora,plant_pathogen,,
Aegis,wood_saprotroph,,
Grifola,wood_saprotroph,,
Hyphoderma,wood_saprotroph,,
Incrustoporia,wood_saprotroph,,
Piloporia,wood_saprotroph,,
Skeletocutis,wood_saprotroph,,
Tyromyces,wood_saprotroph,,
Byssomerulius,wood_saprotroph,,
Ceriporia,wood_saprotroph,,
Cytidiella,wood_saprotroph,,
Efibula,wood_saprotroph,,
Emmia,wood_saprotroph,,
Flavodon,wood_saprotroph,,
Gloeoporus,wood_saprotroph,,
Hydnopolyporus,plant_pathogen,,
Leptoporus,wood_saprotroph,,
Meruliopsis,wood_saprotroph,,
Raduliporus,wood_saprotroph,,
Trametopsis,wood_saprotroph,,
Ischnoderma,wood_saprotroph,,
Laetiporus,plant_pathogen,,
Phaeolus,wood_saprotroph,,
Meripilus,plant_pathogen,,
Pseudonadsoniella,unspecified_saprotroph,,
Rigidoporus,wood_saprotroph,,
Aurantiopileus,wood_saprotroph,,
Aurantiporus,wood_saprotroph,,
Ceriporiopsis,wood_saprotroph,,
Climacodon,wood_saprotroph,,
Crustodontia,wood_saprotroph,,
Hydnophlebia,wood_saprotroph,,
Lilaceophlebia,wood_saprotroph,,
Luteoporia,wood_saprotroph,,
Merulius,wood_saprotroph,,
Mycoacia,wood_saprotroph,,
Mycoaciella,wood_saprotroph,,
Odoria,,,
Phlebia,wood_saprotroph,,
Physisporinus,wood_saprotroph,,
Sarcodontia,wood_saprotroph,,
Scopuloides,wood_saprotroph,,
Cymatoderma,wood_saprotroph,,
Panus,wood_saprotroph,,
Bjerkandera,wood_saprotroph,,
Donkia,wood_saprotroph,,
Geliporus,wood_saprotroph,,
Hapalopilus,wood_saprotroph,,
Hyphodermella,wood_saprotroph,,
Oxychaete,wood_saprotroph,,
Phaeophlebiopsis,wood_saprotroph,,
Phanerina,wood_saprotroph,,
Phanerochaete,wood_saprotroph,,
Phlebiopsis,wood_saprotroph,,
Pirex,wood_saprotroph,,
Porostereum,wood_saprotroph,,
Rhizochaete,wood_saprotroph,,
Riopa,wood_saprotroph,,
Terana,wood_saprotroph,,
Abortiporus,wood_saprotroph,,
Bulbillomyces,wood_saprotroph,,
Hypochnicium,wood_saprotroph,,
Podoscypha,wood_saprotroph,,
Pouzaroporia,wood_saprotroph,,
Rickiopora,wood_saprotroph,,
Abundisporus,wood_saprotroph,,
Amauroderma,plant_pathogen,,
Atroporus,wood_saprotroph,,
Australoporus,wood_saprotroph,,
Bresadolia,wood_saprotroph,,
Cerioporus,wood_saprotroph,,
Colospora,wood_saprotroph,,
Coriolopsis,wood_saprotroph,,
Cryptoporus,wood_saprotroph,,
Daedaleopsis,wood_saprotroph,,
Datronia,wood_saprotroph,,
Datroniella,wood_saprotroph,,
Dentocorticium,wood_saprotroph,,
Dichomitus,wood_saprotroph,,
Donkioporia,wood_saprotroph,,
Donkioporiella,,,
Earliella,wood_saprotroph,,
Echinochaete,wood_saprotroph,,
Epithele,wood_saprotroph,,
Epithelopsis,wood_saprotroph,,
Erythromyces,wood_saprotroph,,
Favolus,wood_saprotroph,,
Flammeopellis,wood_saprotroph,,
Fomes,wood_saprotroph,,
Fomitella,wood_saprotroph,,
Foraminispora,wood_saprotroph,,
Funalia,wood_saprotroph,,
Furtadoa,wood_saprotroph,,
Ganoderma,plant_pathogen,,
Globifomes,wood_saprotroph,,
Grammothele,wood_saprotroph,,
Grammothelopsis,wood_saprotroph,,
Haddowia,plant_pathogen,,
Haploporus,wood_saprotroph,,
Hexagonia,wood_saprotroph,,
Hornodermoporus,wood_saprotroph,,
Humphreya,plant_pathogen,,
Laccocephalum,wood_saprotroph,,
Leifiporia,wood_saprotroph,,
Lentinus,wood_saprotroph,,
Lignosus,wood_saprotroph,,
Lopharia,wood_saprotroph,,
Megasporia,wood_saprotroph,,
Megasporoporia,wood_saprotroph,,
Megasporoporiella,wood_saprotroph,,
Melanoderma,wood_saprotroph,,
Microporellus,wood_saprotroph,,
Microporus,wood_saprotroph,,
Mollicarpus,wood_saprotroph,,
Mycobonia,wood_saprotroph,,
Myriothele,wood_saprotroph,,
Navisporus,wood_saprotroph,,
Neodatronia,wood_saprotroph,,
Neodictyopus,wood_saprotroph,,
Neofavolus,wood_saprotroph,,
Neofomitella,wood_saprotroph,,
Pachykytospora,wood_saprotroph,,
Perenniporia,wood_saprotroph,,
Perenniporiella,wood_saprotroph,,
Perenniporiopsis,wood_saprotroph,,
Phaeotrametes,wood_saprotroph,,
Picipes,wood_saprotroph,,
Podofomes,wood_saprotroph,,
Polyporopsis,plant_pathogen,,
Polyporus,wood_saprotroph,,
Porogramme,wood_saprotroph,,
Pseudofavolus,wood_saprotroph,,
Pseudomegasporoporia,wood_saprotroph,,
Pseudopiptoporus,wood_saprotroph,,
Pyrofomes,wood_saprotroph,,
Royoporus,wood_saprotroph,,
Rubroporus,wood_saprotroph,,
Sparsitubus,wood_saprotroph,,
Theleporus,wood_saprotroph,,
Thermophymatospora,wood_saprotroph,,
Tinctoporellus,wood_saprotroph,,
Tomophagus,plant_pathogen,,
Trametes,wood_saprotroph,,
Truncospora,wood_saprotroph,,
Vanderbylia,wood_saprotroph,,
Whitfordia,wood_saprotroph,,
Yuchengia,wood_saprotroph,,
Aegerita,plant_pathogen,,
Aegeritopsis,unspecified_saprotroph,,
Amaurohydnum,wood_saprotroph,,
Amauromyces,wood_saprotroph,,
Amethicium,wood_saprotroph,,
Amyloporia,wood_saprotroph,,
Amyloporiella,wood_saprotroph,,
Aquascypha,wood_saprotroph,,
Artolenzites,wood_saprotroph,,
Atheliachaete,wood_saprotroph,,
Auriporia,wood_saprotroph,,
Australicium,wood_saprotroph,,
Australohydnum,wood_saprotroph,,
Austrolentinus,wood_saprotroph,,
Bornetina,,,
Bourdotiella,wood_saprotroph,,
Candelabrochaete,wood_saprotroph,,
Cartilosoma,wood_saprotroph,,
Castanoporus,wood_saprotroph,,
Cellulariella,wood_saprotroph,,
Cerocorticium,wood_saprotroph,,
Chrysoderma,wood_saprotroph,,
Climacocystis,wood_saprotroph,,
Columnodontia,wood_saprotroph,,
Conohypha,wood_saprotroph,,
Coralloderma,wood_saprotroph,,
Cordochaete,wood_saprotroph,,
Coriolus,wood_saprotroph,,
Cryptomphalina,unspecified_saprotroph,,
Cyanodontia,wood_saprotroph,,
Cystidiophorus,wood_saprotroph,,
Dendrodontia,wood_saprotroph,,
Dendrophlebia,wood_saprotroph,,
Diacanthodes,wood_saprotroph,,
Diplomitoporus,wood_saprotroph,,
Erastia,wood_saprotroph,,
Fabisporus,wood_saprotroph,,
Faerberia,wood_saprotroph,,
Fibroporia,wood_saprotroph,,
Fuscocerrena,wood_saprotroph,,
Gilbertsonia,wood_saprotroph,,
Globosomyces,wood_saprotroph,,
Globuliciopsis,wood_saprotroph,,
Gyrophanopsis,wood_saprotroph,,
Henningsia,plant_pathogen,,
Hjortstamia,wood_saprotroph,,
Hymenogramme,wood_saprotroph,,
Hyphodontiastra,wood_saprotroph,,
Irpicochaete,wood_saprotroph,,
Laetifomes,wood_saprotroph,,
Lasiochlaena,wood_saprotroph,,
Leiotrametes,wood_saprotroph,,
Lenzites,wood_saprotroph,,
Leptoporellus,wood_saprotroph,,
Loweporus,wood_saprotroph,,
Macrohyporia,wood_saprotroph,,
Melanoporia,wood_saprotroph,,
Meruliophana,wood_saprotroph,,
Mycoleptodon,wood_saprotroph,,
Mycoleptodonoides,wood_saprotroph,,
Mycorrhaphoides,wood_saprotroph,,
Nigrohydnum,wood_saprotroph,,
Nodotia,wood_saprotroph,,
Pachyma,wood_saprotroph,,
Parmastomyces,wood_saprotroph,,
Phaeodaedalea,wood_saprotroph,,
Phanerodontia,wood_saprotroph,,
Phaneroites,wood_saprotroph,,
Phlebiella,wood_saprotroph,,
Pilatoporus,wood_saprotroph,,
Piptoporellus,wood_saprotroph,,
Piptoporus,plant_pathogen,,
Poria,wood_saprotroph,,
Poronidulus,wood_saprotroph,,
Pseudofibroporia,wood_saprotroph,,
Ptychogaster,wood_saprotroph,,
Pulcherricium,wood_saprotroph,,
Pycnoporus,wood_saprotroph,,
Repetobasidiopsis,wood_saprotroph,,
Rhodonia,wood_saprotroph,,
Roseofavolus,wood_saprotroph,,
Roseograndinia,wood_saprotroph,,
Ryvardenia,wood_saprotroph,,
Sarcoporia,wood_saprotroph,,
Skeletohydnum,wood_saprotroph,,
Sparassiella,plant_pathogen,,
Spathulina,wood_saprotroph,,
Spongioides,,,
Spongipellis,wood_saprotroph,,
Stegiacantha,wood_saprotroph,,
Taiwanofungus,wood_saprotroph,,
Trametella,wood_saprotroph,,
Trulla,wood_saprotroph,,
Crustoderma,wood_saprotroph,,
Pycnoporellus,wood_saprotroph,,
Sparassis,plant_pathogen,,
Antella,wood_saprotroph,,
Antrodiella,wood_saprotroph,,
Atraporiella,wood_saprotroph,,
Austeria,wood_saprotroph,,
Butyrea,wood_saprotroph,,
Cabalodontia,wood_saprotroph,,
Caudicicola,wood_saprotroph,,
Citripora,wood_saprotroph,,
Flabellophora,wood_saprotroph,,
Flaviporus,wood_saprotroph,,
Frantisekia,wood_saprotroph,,
Junghuhnia,wood_saprotroph,,
Lamelloporus,wood_saprotroph,,
Loweomyces,wood_saprotroph,,
Metuloidea,wood_saprotroph,,
Mycorrhaphium,wood_saprotroph,,
Niemelaea,wood_saprotroph,,
Nigroporus,wood_saprotroph,,
Physodontia,wood_saprotroph,,
Steccherinum,wood_saprotroph,,
Xanthoporus,wood_saprotroph,,
Xenasma,wood_saprotroph,,
Xenasmatella,wood_saprotroph,,
Albatrellopsis,ectomycorrhizal,medium-distance_smooth,/albatrellus
Albatrellus,ectomycorrhizal,medium-distance_smooth,/albatrellus
Byssoporia,ectomycorrhizal,medium-distance_smooth,/albatrellus
Fevansia,ectomycorrhizal,medium-distance_smooth,/albatrellus
Laeticutis,ectomycorrhizal,unknown,/albatrellus
Leucogaster,ectomycorrhizal,medium-distance_smooth,/albatrellus
Leucophleps,ectomycorrhizal,medium-distance_smooth,/albatrellus
Mycolevis,ectomycorrhizal,medium-distance_smooth,/albatrellus
Neoalbatrellus,ectomycorrhizal,unknown,/albatrellus
Polyporoletus,ectomycorrhizal,medium-distance_smooth,/albatrellus
Polypus,ectomycorrhizal,unknown,/albatrellus
Scutiger,ectomycorrhizal,medium-distance_smooth,/albatrellus
Xeroceps,ectomycorrhizal,unknown,/albatrellus
Amylonotus,wood_saprotroph,,
Artomyces,wood_saprotroph,,
Auriscalpium,litter_saprotroph,,
Dentipratulum,wood_saprotroph,,
Lentinellus,wood_saprotroph,,
Stalpersia,soil_saprotroph,,
Amylaria,wood_saprotroph,,
Amylosporus,wood_saprotroph,,
Bondarzewia,wood_saprotroph,,
Gloiodon,wood_saprotroph,,
Heterobasidion,plant_pathogen,,
Laurilia,wood_saprotroph,,
Lauriliella,wood_saprotroph,,
Stecchericium,wood_saprotroph,,
Wrightoporia,wood_saprotroph,,
Echinodontiellum,wood_saprotroph,,
Echinodontium,plant_pathogen,,
Gloeohypochnicium,wood_saprotroph,,
Larssoniporia,wood_saprotroph,,
Creolophus,wood_saprotroph,,
Dentipellicula,wood_saprotroph,,
Dentipellis,wood_saprotroph,,
Hericium,wood_saprotroph,,
Laxitextum,wood_saprotroph,,
Pseudowrightoporia,wood_saprotroph,,
Wrightoporiopsis,wood_saprotroph,,
Hybogaster,unspecified_saprotroph,,
Stereofomes,wood_saprotroph,,
Amylofungus,wood_saprotroph,,
Asterostroma,wood_saprotroph,,
Cryptochaete,wood_saprotroph,,
Dendrophora,wood_saprotroph,,
Dichostereum,wood_saprotroph,,
Entomocorticium,wood_saprotroph,,
Gloiothele,wood_saprotroph,,
Lachnocladium,wood_saprotroph,,
Licrostroma,wood_saprotroph,,
Metulodontia,wood_saprotroph,,
Peniophora,wood_saprotroph,,
Scytinostroma,wood_saprotroph,,
Vararia,wood_saprotroph,,
Vesiculomyces,wood_saprotroph,,
Arcangeliella,ectomycorrhizal,contact,/russula-lactarius
Cystangium,ectomycorrhizal,contact,/russula-lactarius
Gymnomyces,ectomycorrhizal,contact,/russula-lactarius
Lactarius,ectomycorrhizal,medium-distance_smooth,/russula-lactarius
Lactifluus,ectomycorrhizal,medium-distance_smooth,/russula-lactarius
Macowanites,ectomycorrhizal,contact,/russula-lactarius
Martellia,ectomycorrhizal,contact,/russula-lactarius
Multifurca,ectomycorrhizal,unknown,/russula-lactarius
Russula,ectomycorrhizal,contact,/russula-lactarius
Zelleromyces,ectomycorrhizal,contact,/russula-lactarius
Aleurocystidiellum,wood_saprotroph,,
Boidinia,wood_saprotroph,,
Dentipellopsis,wood_saprotroph,,
Dichantharellus,wood_saprotroph,,
Dichopleuropus,wood_saprotroph,,
Duportella,wood_saprotroph,,
Gloeoasterostroma,wood_saprotroph,,
Gloeodontia,wood_saprotroph,,
Gloeopeniophorella,wood_saprotroph,,
Haloaleurodiscus,wood_saprotroph,,
Perplexostereum,wood_saprotroph,,
Pseudoxenasma,wood_saprotroph,,
Scopulodontia,wood_saprotroph,,
Scytinostromella,wood_saprotroph,,
Acanthobasidium,wood_saprotroph,,
Acanthofungus,wood_saprotroph,,
Acanthophysellum,wood_saprotroph,,
Acanthophysium,wood_saprotroph,,
Aleurobotrys,wood_saprotroph,,
Aleurodiscus,wood_saprotroph,,
Aleuromyces,wood_saprotroph,,
Amylohyphus,wood_saprotroph,,
Amylosporomyces,wood_saprotroph,,
Amylostereum,wood_saprotroph,,
Conferticium,wood_saprotroph,,
Coniophorafomes,wood_saprotroph,,
Dextrinocystidium,wood_saprotroph,,
Gloeocystidiellum,wood_saprotroph,,
Gloeocystidiopsis,wood_saprotroph,,
Gloeomyces,wood_saprotroph,,
Megalocystidium,wood_saprotroph,,
Neoaleurodiscus,wood_saprotroph,,
Scotoderma,wood_saprotroph,,
Stereum,wood_saprotroph,,
Xylobolus,wood_saprotroph,,
Xenosperma,wood_saprotroph,,
Chaetospermum,litter_saprotroph,,
Craterocolla,litter_saprotroph,,
Ditangium,wood_saprotroph,,
Efibulobasidium,litter_saprotroph,,
Globulisebacina,litter_saprotroph,,
Helvellosebacina,ectomycorrhizal,contact,/sebacina
Paulisebacina,litter_saprotroph,,
Sebacina,ectomycorrhizal,short-distance_delicate,/sebacina
Tremellodendron,ectomycorrhizal,short-distance_delicate,/sebacina
Tremelloscypha,ectomycorrhizal,unknown,/sebacina
Tremellostereum,ectomycorrhizal,unknown,/sebacina
Piriformospora,root_endophyte,,
Serendipita,root_endophyte,,
Clavulicium,wood_saprotroph,,
Stereopsis,wood_saprotroph,,
Bankera,ectomycorrhizal,mat,/phellodon-bankera
Boletopsis,ectomycorrhizal,mat,/boletopsis
Corneroporus,ectomycorrhizal,unknown,uncertain
Hydnellum,ectomycorrhizal,mat,/hydnellum-sarcodon
Sarcodon,ectomycorrhizal,mat,/hydnellum-sarcodon
Amaurodon,litter_saprotroph,,
Hypochnopsis,litter_saprotroph,,
Lazulinospora,litter_saprotroph,,
Odontia,litter_saprotroph,,
Phellodon,ectomycorrhizal,mat,/phellodon-bankera
Polyozellus,ectomycorrhizal,medium-distance_smooth,/pseudotomentella
Pseudotomentella,ectomycorrhizal,medium-distance_smooth,/pseudotomentella
Riessia,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
Riessiella,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
Skepperia,wood_saprotroph,,
Thelephora,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
Tomentella,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
Tomentellago,litter_saprotroph,,
Tomentellopsis,ectomycorrhizal,medium-distance_smooth,/tomentellopsis
Lenzitella,wood_saprotroph,,
Lenzitopsis,wood_saprotroph,,
Thelephorella,soil_saprotroph,,
Aegeritina,wood_saprotroph,,
Brevicellicium,wood_saprotroph,,
Dextrinocystis,wood_saprotroph,,
Dextrinodontia,wood_saprotroph,,
Fibriciellum,wood_saprotroph,,
Hydnodon,soil_saprotroph,,
Litschauerella,wood_saprotroph,,
Luellia,wood_saprotroph,,
Porpomyces,wood_saprotroph,,
Scytinopogon,litter_saprotroph,,
Sistotremastrum,wood_saprotroph,,
Subulicystidium,wood_saprotroph,,
Trechispora,wood_saprotroph,,
Tubulicium,wood_saprotroph,,
Tremellodendropsis,ectomycorrhizal,short-distance_delicate,/tremellodendropsis_(/agaricomycetes1)
Nodulospora,unspecified_saprotroph,,
Paullicorticium,wood_saprotroph,,
Pseudobensingtonia,unspecified_saprotroph,,
Sterigmatomyces,unspecified_saprotroph,,
Mycogloea,mycoparasite,,
Ballistosporomyces,foliar_endophyte,,
Chionosphaera,litter_saprotroph,,
Cystobasidiopsis,unspecified_saprotroph,,
Fibulostilbum,mycoparasite,,
Kurtzmanomyces,unspecified_saprotroph,,
Stilbum,unspecified_saprotroph,,
Bensingtonia,unspecified_saprotroph,,
Kondoa,unspecified_saprotroph,,
Ruinenia,epiphyte,,
Atractogloea,unspecified_saprotroph,,
Hobsonia,mycoparasite,,
Infundibura,mycoparasite,,
Leucogloea,unspecified_saprotroph,,
Neogloea,unspecified_saprotroph,,
Atractiella,unspecified_saprotroph,,
Basidiopycnis,wood_saprotroph,,
Proceropycnis,wood_saprotroph,,
Mycogelidium,unspecified_saprotroph,,
Atractidochium,foliar_endophyte,,
Basidiopycnides,unspecified_saprotroph,,
Bourdotigloea,unspecified_saprotroph,,
Helicogloea,wood_saprotroph,,
Phleogena,wood_saprotroph,,
Pleurocolla,wood_saprotroph,,
Saccoblastia,wood_saprotroph,,
Bartheletia,plant_pathogen,,
Anastomyces,mycoparasite,,
Anguillomyces,litter_saprotroph,,
Arcispora,litter_saprotroph,,
Arrasia,wood_saprotroph,,
Brevicellopsis,wood_saprotroph,,
Celatogloea,mycoparasite,,
Cystogloea,,,
Microstella,epiphyte,,
Neotyphula,,,
Radulodontia,wood_saprotroph,,
Restilago,,,
Classicula,mycoparasite,,
Jaculispora,mycoparasite,,
Naiadella,mycoparasite,,
Colacosiphon,mycoparasite,,
Cryptomycocolax,mycoparasite,,
Buckleyzyma,epiphyte,,
Cystobasidium,mycoparasite,,
Occultifur,mycoparasite,,
Microsporomyces,epiphyte,,
Symmetrospora,epiphyte,,
Bannoa,litter_saprotroph,,
Erythrobasidium,mycoparasite,,
Cyphobasidium,lichen_parasite,,
Cyrenella,mycoparasite,,
Hasegawazyma,unspecified_saprotroph,,
Naohidea,mycoparasite,,
Sakaguchia,unspecified_saprotroph,,
Phyllozyma,epiphyte,,
Spiculogloea,mycoparasite,,
Cerinomyces,wood_saprotroph,,
Calocera,wood_saprotroph,,
Cerinosterus,unspecified_saprotroph,,
Dacrymyces,wood_saprotroph,,
Dacryomitra,wood_saprotroph,,
Dacryonaema,wood_saprotroph,,
Dacryopinax,wood_saprotroph,,
Dacryoscyphus,wood_saprotroph,,
Ditiola,wood_saprotroph,,
Femsjonia,wood_saprotroph,,
Guepiniopsis,wood_saprotroph,,
Heterotextus,wood_saprotroph,,
Unilacryma,wood_saprotroph,,
Ceraceosorus,plant_pathogen,,
Burrillia,plant_pathogen,,
Doassansia,plant_pathogen,,
Doassinga,plant_pathogen,,
Entylomaster,plant_pathogen,,
Heterodoassansia,plant_pathogen,,
Nannfeldtiomyces,plant_pathogen,,
Narasimhania,plant_pathogen,,
Pseudodermatosorus,plant_pathogen,,
Pseudodoassansia,plant_pathogen,,
Pseudotracya,plant_pathogen,,
Savulescuella,plant_pathogen,,
Tracya,plant_pathogen,,
Melaniella,plant_pathogen,,
Rhamphospora,plant_pathogen,,
Entyloma,plant_pathogen,,
Tilletiopsis,plant_pathogen,,
